,company_id,company_name,posted_date,remoteflex,locations,category,position,level,content_salary,content_year,content_prog_lang,content_line
0,11781,iCapital,2024-04-02,0,"NEW YORK, NY",Data and Analytics,Data Operations Associate ,mid,"['$100,000', 'to', '$120,000.']",,,
0,230,Deloitte,2024-03-30,0,"ALEXANDRIA, VA,ANN ARBOR, MI,ARLINGTON HEIGHTS, IL,ARLINGTON, VA,BALTIMORE, MD,BELLEVUE, WA,BOCA RATON, FL,CAPITOL HEIGHTS, MD,CHEVY CHASE, MD,CHICAGO, IL,CINCINNATI, OH,CLEVELAND, OH,COLUMBUS, OH,COSTA MESA, CA,CROFTON, MD,DAYTON, NV,DAYTON, OH,DES MOINES, IA,DETROIT, MI,EAST LANSING, MI,FALLS CHURCH, VA,FORT MEADE, MD,FOSTER CITY, CA,FRANKFORT, KY,FREDERICK, MD,FRESNO, CA,GRAND RAPIDS, MI,INDIANAPOLIS, IN,JACKSONVILLE, FL,KANSAS CITY, MO,LAKE MARY, FL,LAS VEGAS, NV,LOS ANGELES, CA,LOUISVILLE, KY,MADISON, WI,MANHATTAN BEACH, CA,MCLEAN, VA,MIAMI, FL,MIDLAND, MI,MILWAUKEE, WI,MINNEAPOLIS, MN,MONTEREY, CA,NORFOLK, VA,ORLANDO, FL,PANAMA CITY, FL,PLEASANTON, CA,PORTLAND, OR,QUANTICO, VA,RENO, NV,RESTON, VA,RICHMOND, VA,ROANOKE, VA,ROCK ISLAND, IL,ROCKVILLE, MD,SACRAMENTO, CA,SALEM, OR,SALT LAKE CITY, UT,SAN DIEGO, CA,SAN FRANCISCO, CA,SAN JOSE, CA,SEATTLE, WA,SPRINGFIELD, IL,TACOMA, WA,TALLAHASSEE, FL,TAMPA, FL,WEST PALM BEACH, FL,WICHITA, KS",Data and Analytics,MMIS Specialist,mid,,3+,,"['State Medicaid Data Warehouse Analytics experience? Do you want to help', 'health, government and technology consulting experience to strategically help solve our', 'challenges. <strong>Required:</strong> 3+ years of experience within a Consulting or Health', 'environment 1+ year State MMIS experience 1+ year Data Warehouse experience', ""experience 1+ year Data Warehouse experience Bachelor's Degree from an accredited"", 'metadata and ETL processes. Any experience working in Cloud based environment', 'not limited to skill sets; experience and training; licensure and certifications;', 'through mentorship. From on-the-job learning experiences to formal development programs, our']"
0,1415,Avanade,2024-04-10,0,"BOSTON, MA,JERSEY CITY, NJ,NEW YORK, NY,PHILADELPHIA, PA",Data and Analytics,"Director, Data and Analytics Advisory",senior,,12+,,"['their ways of working. Better experience for air travellers? Data to', ""to Avanade, you'll get distinctive experiences, limitless learning and ambitious growth"", 'their data, creating all new experiences for employees and customers alike.', 'technology architecture deliverable. Skills and experiences * 12+ years of Management', '12+ years of Management Consulting experience from a top management or', '* 5+ years of demonstrated experience interfacing with and selling to', 'periodically as needed * Previous experience working on multiple Advisory /', 'team * Practical Business Architecture experience (business / operation models, personas,', 'are an accomplished leader with experience in an outcome-oriented, entrepreneurial environment.', 'region and have management consulting experience. * You are able to', ""to Avanade, you'll get distinctive experiences, limitless learning and ambitious growth"", 'is transforming its digital customer experience with Avanade and Accenture [5]', 'skill set and level of experience. As required by local law,']"
0,741,Atlassian,2024-04-12,1,"FLEXIBLE / REMOTE,SAN FRANCISCO, CA",Data and Analytics,"Senior Data Scientist, GTM Analytics",senior,,,['SQL'],"[""a candidate's skills, expertise, or experience. In the United States, we"", 'fields OR 5+ Years of experience in Data Science along with', ""to incorporate everyone's perspectives and experience, we never discriminate based on"", 'To provide you the best experience, we can support with accommodations']"
0,12141,Liftoff,2024-03-28,1,FLEXIBLE / REMOTE,Data and Analytics,Machine Learning Engineer,senior,,8+,,['based on candidate location and experience. The following are our base']
0,741,Atlassian,2023-12-23,1,"FLEXIBLE / REMOTE,SAN FRANCISCO, CA",Data and Analytics,"Principal Data Scientist, Community",senior,,every,['SQL'],"['creativity, Data Science mastery, and experience working with teams; someone who', 'that Community plays in customer experience and the value it has', 'and performance 8+ years of experience in Data Science or related', 'fields. (Preferred - 10+ years experience with a post-graduate degree in', ""a candidate's skills, expertise, or experience. In the United States, we"", ""to incorporate everyone's perspectives and experience, we never discriminate based on"", 'To provide you the best experience, we can support with accommodations']"
0,11820,MUFG,2023-03-19,0,"NEW YORK, NY",Data and Analytics,"Business Analyst Capital Markets Technology, Vice President",senior,,6-8,"['SQL', 'AWS']","[""Bachelor's level education and subsequent experience in the implementation of financial"", ""required. At least 6-8 years' experience as a Business Analyst 5"", ""a Business Analyst 5 years' experience in banking or finance industry"", 'Markets products and services. Deep experience in the banking or finance', 'depending on job-related knowledge, skills, experience and location. This role may', 'the diverse backgrounds, perspectives and experience of our workforce to create']"
0,659,Meta,2024-04-14,0,"LOS ANGELES, CA",Data and Analytics,"Associate General Counsel, Litigation",senior,,8+,,"['', 'bar 8+ years of litigation experience at a law firm, government,', 'in-house role, including plaintiff-side litigation experience either in private practice or', 'a prosecutor 3+years of investigations experience at a law firm, government,', 'working with cross-functional teams, including experience communicating efficiently and managing relationships', 'advocacy skills Trial and appellate experience Experience with highly-technical, software-related subject', 'beyond 2D screens toward immersive experiences like augmented and virtual reality']"
0,1383,Equinox,2024-03-26,0,"NEW YORK, NY",Data and Analytics,"Talent Acquisition Specialist, Research & Sourcing",mid,,,,['ensuring a seamless and positive experience for candidates throughout the hiring']
0,659,Meta,2024-04-14,1,FLEXIBLE / REMOTE,Data and Analytics,Technical Audit Operations (TAPS): Privacy Program Manager - Compliance,senior,,6+,,"['for an individual with proven experience in privacy, compliance and/or audit', 'Qualifications: 6+ years of work experience in compliance, auditing, consulting, technical', '4+ years technical program management experience in a corporate environment Experience', 'beyond 2D screens toward immersive experiences like augmented and virtual reality']"
0,15000383,Thermo Fisher Scientific,2024-04-14,1,FLEXIBLE / REMOTE,Data and Analytics,Senior SQL/R/SAS Programmer - Epidemiology/ Real-World Evidence,senior,,19,,"['on the project. Candidates with experience working with data from Scandinavian', '3 years of relevant work experience; MSc with at least 5', '5 years of relevant work experience Knowledge, Skills, Abilities Senior level', 'promising candidates without these additional experiences. Demonstrated ability to communicate and', ""Delivers a positive internal/external client experience; listens and understand the client's"", 'Thermo Fisher Scientific, where diverse experiences, backgrounds and perspectives are valued.']"
0,901,Capital One,2024-04-06,0,"BOSTON, MA,MCLEAN, VA,NEW YORK, NY,SAN FRANCISCO, CA",Data and Analytics,"Principal, Data Science - AI Foundations Specialist Models",senior,"['$161,900', '-', '$184,800', 'for', 'Data', 'Science', 'PhD', 'San', 'Francisco,', 'California', '(Hybrid', 'On-site):', '$171,500', '-', '$195,800']",5,"['SQL', 'AWS']","['customers with dynamic and personalized experiences, enable them to chat with', 'innovate and create next generation experiences powered by the latest emerging', 'developing further. You have hands-on experience working with LLMs and solutions', 'with non-technical audiences. You are experienced in training language models or', 'and inference volumes. You have experience in delivering libraries, platforms, or', 'Degree plus 5 years of experience in data analytics, or currently', 'At least 1 year of experience in open source programming languages', 'At least 1 year of experience with machine learning At least', 'At least 1 year of experience with relational databases Preferred Qualifications:', 'Mathematics) plus 3 years of experience in data analytics, or PhD', 'At least 1 year of experience working with AWS At least', ""AWS At least 3 years' experience in Python, PyTorch, Scala, or"", ""R At least 3 years' experience with machine learning At least"", ""learning At least 3 years' experience with SQL At least 3"", ""SQL At least 3 years' experience working with natural language processing""]"
0,11831,PwC,2024-03-15,0,"ATLANTA, GA,BOSTON, MA,CHICAGO, IL,NEW YORK, NY,PHILADELPHIA, PA,SEATTLE, WA,WASHINGTON, DC",Data and Analytics,Financial Crimes Technology - Operations and Technology Manager,senior,,5,,"['having a thorough understanding and experience of how to apply such', 'and regulatory authorities and proven experience with working with banking and', 'does not intend to hire experienced or entry level job seekers']"
0,901,Capital One,2024-04-11,0,"MCLEAN, VA,NEW YORK, NY",Data and Analytics,"Senior Machine Learning Engineer (Python, PySpark, SQL)",senior,"['$165,100', '-', '$188,500']",4,['Java'],"['At least 4 years of experience programming with Python, Scala, or', 'Python, Scala, or Java (Internship experience does not apply) At least', 'At least 3 years of experience designing and building data-intensive solutions', 'least 2 years of on-the-job experience with an industry recognized ML', 'At least 1 year of experience productionizing, monitoring, and maintaining models', 'Preferred Qualifications: 1+ years of experience building, scaling, and optimizing ML', 'ML systems 1+ years of experience with data gathering and preparation', 'ML models 2+ years of experience with building models 2+ years', 'building models 2+ years of experience developing performant, resilient, and maintainable', 'similar field 3+ years of experience with distributed file systems or', 'ML software 3+ years of experience building production-ready data pipelines that']"
0,15000307,Merrill,2024-04-09,0,"JERSEY CITY, NJ,NEW YORK, NY",Data and Analytics,Global Technology Business Controls and Enablement - Community College Summer Internship,internship,,,,"['during standard business hours Unique experience based on interests, development opportunities,', 'the company, and the intern experience Program experience: Provide opportunity to', 'and the intern experience Program experience: Provide opportunity to develop skills']"
0,12146,Salesforce,2024-03-14,1,"COPENHAGEN, DENMARK,ESPOO, FINLAND,FLEXIBLE / REMOTE,OSLO, NORWAY,STOCKHOLM, SWEDEN",Data and Analytics,AI Specialist/Data Scientist - Solution Engineering,senior,,10,,"['To get the best candidate experience, please consider applying for a', 'a commercial software company Demonstrable experience in presenting and communicating complex']"
0,12363,Snap,2022-01-27,1,FLEXIBLE / REMOTE,Data and Analytics,Associate Compensation Partner,mid,,equivalent,,['Workday experience</span>']
0,901,Capital One,2024-01-23,0,"MCLEAN, VA,NEW YORK, NY,RICHMOND, VA",Data and Analytics,Lead Data Engineer (FinOps),senior,"['$197,400', '-', '$225,300']",6,"['Snowflake', 'AWS', 'Java', 'NoSQL', 'Python']","['team of developers with deep experience in machine learning, distributed microservices,', 'At least 6 years of experience in application development (Internship experience', 'experience in application development (Internship experience does not apply) At least', 'At least 2 years of experience in big data technologies At', 'technologies At least 1 year experience with cloud computing (AWS, Microsoft', 'Preferred Qualifications: 7+ years of experience in application development including Python,', 'or Java 4+ years of experience with a public cloud (AWS,', 'Azure, Google Cloud) 4+ years experience with Distributed data/computing tools (MapReduce,', 'Gurobi, or MySQL) 4+ year experience working on real-time data and', 'streaming applications 4+ years of experience with NoSQL implementation (Mongo, Cassandra)', '4+ years of data warehousing experience (Redshift or Snowflake) 4+ years', 'or Snowflake) 4+ years of experience with UNIX/Linux including basic commands', 'shell scripting 2+ years of experience with Agile engineering practices At']"
0,12254,Sonatype,2024-03-14,1,FLEXIBLE / REMOTE,Data and Analytics,Java Data Engineer - Colombia,mid,,3+,['Java'],"['…). You have knowledge and experience with large scale data tools', 'ZooKeeper...). You have knowledge and experience with a non relational database', '...). You have knowledge and experience working with queues and pipelines', '...). You have knowledge and experience with big data cloud services']"
0,901,Capital One,2024-04-04,0,"CHICAGO, IL,MCLEAN, VA,NEW YORK, NY,RICHMOND, VA",Data and Analytics,"Principal Associate, Data Scientist - Credit Infrastructure Imperative (Team Matrix)",senior,"['$165,100', '-', '$188,500']",few,"['SQL', 'AWS']","['developing further. You have hands-on experience developing data science solutions using', 'a ROC curve. You have experience with clustering, classification, sentiment analysis,', 'Degree plus 5 years of experience in data analytics, or currently', 'At least 1 year of experience in open source programming languages', 'At least 1 year of experience with machine learning At least', 'At least 1 year of experience with relational databases Preferred Qualifications:', 'Mathematics) plus 3 years of experience in data analytics, or PhD', 'At least 1 year of experience working with AWS At least', ""AWS At least 3 years' experience in Python, Scala, or R"", ""R At least 3 years' experience with machine learning At least"", ""learning At least 3 years' experience with SQL Capital One will""]"
0,12157,FanDuel,2024-04-12,0,"NEW YORK, NY",Data and Analytics,"Humans Resources Manager, Operations",senior,"$104,000-$136,000,",5,,"['a compliant and fair employee experience. Support change management efforts. Collaborate', ""teammate Minimum of 5 years' experience in a Human Resources related"", 'in problem solving Familiarity and experience with data and insights to', 'of perspectives, and diversity of experiences leads to better performance. Having', 'variety of factors including relevant experience, location, business needs and market']"
0,11879,American Express,2024-04-05,0,"NEW YORK, NY,PHOENIX, AZ",Data and Analytics,Senior Analyst-Pricing,senior,"['$55,000', 'to', '$105,000']",,,"[""provide the world's best customer experience every day. And we'll do"", 'Strong data analysis skills and experience in SQL, Hive or Python.', 'a changing environment. Agile methodology experience preferred. Salary Range: $55,000 to', ""pay, we'll consider your location, experience, and other job-related factors. We""]"
0,15000299,Publicis Sapient,2024-04-12,0,"NEW YORK, NY",Data and Analytics,Senior Associate Data Engineer - Azure Cloud,senior,,the,['Azure'],"['fusing strategy, consulting and customer experience with agile engineering and problem-solving', 'offices around the world combine experience across truly value Company Description']"
0,15000075,Coinbase,2024-04-09,1,FLEXIBLE / REMOTE,Data and Analytics,Senior Data Scientist ,senior,,,,
0,15000175,UBS,2024-01-10,0,"NEW YORK, NY",Data and Analytics,Model Risk Audit,senior,,5,,"['business needs. From gaining new experiences in different roles to acquiring', 'with their unique backgrounds, skills, experience levels and interests, who drive', 'diverse cultures, perspectives, skills and experiences within our workforce. Your team', 'ﬁeld (Mathematics, Physics, etc.) - experience (at least 5 years) in']"
0,741,Atlassian,2024-04-05,1,"FLEXIBLE / REMOTE,SAN FRANCISCO, CA",Data and Analytics,Senior Machine Learning Engineer,senior,,3+,"['Spark', 'Java', 'Python']","['and platform, provide cohesive AI experiences and setup up an Atlassian', 'some of the core shared experiences typical in the AI domain,', ""a candidate's skills, expertise, or experience. In the United States, we"", 'Computer Science degree or equivalent experience) 3+ years of related industry', '3+ years of related industry experience in the data science domain']"
0,11988,Bluecore,2021-07-15,0,"NEW YORK, NY",Data and Analytics,Principal Data Scientist,senior,,8+,['SQL'],"['8+ years of relevant industry experience, including internships Experience building, delivering']"
0,850,Goldman Sachs,2024-03-14,0,"NEW YORK, NY",Data and Analytics,Associate - 7346471,mid,"['$150,000', '-', '$225,000.']",(1),"['SQL', 'Python']","[""field. One (1) year of experience with a master's degree or"", ""or three (3) years of experience with a bachelor's degree in"", 'in a related role. Prior experience must include one (1) year', ""include one (1) year of experience with a master's degree or"", ""or three (3) years of experience with a bachelor's degree: developing"", 'providing a strong overall employee experience. A summary of these offerings,']"
0,376,Dow Jones,2024-04-13,1,"FLEXIBLE / REMOTE,HOUSTON, TX",Data and Analytics,Journalist - Petrochemicals,mid,,130,['Python'],"[""years' market pricing and reporting experience Daily publication experience (preferred) Microsoft"", 'and reporting experience Daily publication experience (preferred) Microsoft PowerBI, Tableau, Jupyter', ""based on the selected candidate's experience, industry knowledge, location, technical and""]"
0,659,Meta,2024-04-14,0,"NEW YORK, NY",Data and Analytics,Data Scientist,senior,,8+,"['SQL', 'Python']","['about our products and their experience on our platforms so that', 'science team is seeking an experienced data scientist who thrives at', 'identify opportunities to improve the experience of creators on the Meta', 'technical field, or equivalent practical experience. 8+ years of experience in', 'practical experience. 8+ years of experience in a data science capacity', 'scale Proven communication skills and experience to influence outcomes in a', 'learning Self-starter, comfortable with ambiguity, experience initiating and driving projects with', 'skills on complex datasets and experience solving ambiguous problems using data', 'beyond 2D screens toward immersive experiences like augmented and virtual reality']"
0,12400,BNY Mellon,2023-06-07,0,"NEW YORK, NY",Data and Analytics,"Lead Analyst, External Reporting",senior,,238,"['SQL', 'Python']","['Provides technical advice/guidance to less experienced External Reporting roles as needed.', 'equivalent combination of education and experience is required. Degree in math,', 'Relevant years of total work experience preferred. Advanced data profiling experience', 'experience preferred. Advanced data profiling experience utilizing SQL skill with financial', 'SQL skill with financial industry experience. Knowledge of the structuring of', 'processes is a preferred. Some experience with Business Intelligence data management', 'querying tools Axiom reporting platform experience is a plus Competency with']"
0,15000029,TikTok,2023-12-21,0,"LOS ANGELES, CA",Data and Analytics,"Senior Tech Lead, TikTok Brand Ads",senior,"['$273600', '-', '$532000']",7,,"['are looking for a highly experienced Engineer or Technical Lead Manager', 'Minimum 7 years of relevant experience, including experience in a leadership', 'years of relevant experience, including experience in a leadership role -', 'are valued for their skills, experiences, and unique perspectives. Our platform', ""candidate's qualifications, skills, competencies and experience, and location. Base pay is""]"
0,741,Atlassian,2024-02-22,1,"FLEXIBLE / REMOTE,SYDNEY, AUSTRALIA",Data and Analytics,Principal Database Engineer,senior,,5+,"['SQL', 'Azure', 'Python']","['Cloud infrastructure, programming expertise, operational experience and a desire to change', 'to have:</strong> 5+ years of experience working with high-volume OLTP databases', 'optimisation Good knowledge and development experience in one or more prominent', 'or Python 3+ years of experience with public cloud relational database', 'Cloud SQL) 5+ years of experience conducting complex root cause analyses']"
0,11964,Robinhood,2024-04-08,0,"BELLEVUE, WA,MENLO PARK, CA,NEW YORK, NY",Data and Analytics,"Senior Content Designer, Platform",senior,,,,['a diversity of backgrounds and experiences and provides equal opportunity for']
0,12138,Maven Recruiting Group,2024-04-02,0,"NEW YORK, NY",Data and Analytics,Executive Assistant to CEO,mid,,,,
0,706,Appian,2024-03-28,1,FLEXIBLE / REMOTE,Data and Analytics,Deal Desk Manager - Software,senior,,5,,"['Appian applications to improve customer experience, achieve operational excellence, and simplify', 'revenue recognition policies. • Negotiation experience and competence. Ability to work', 'Minimum of 5 years of experience in related role (Deal Desk,', 'Desk, Sales Operations, and/or Finance/Pricing experience preferred) <strong> Tools and Resource', 'better growth and superior customer experiences. For more information, visit .']"
0,11831,PwC,2023-12-20,0,"ATLANTA, GA,BALTIMORE, MD,BOSTON, MA,CHICAGO, IL,DALLAS, TX,DENVER, CO,DETROIT, MI,FLORHAM PARK, NJ,LAS VEGAS, NV,NASHVILLE, TN,NEW ORLEANS, LA,NEW YORK, NY,PHILADELPHIA, PA,SAN DIEGO, CA,SAN FRANCISCO, CA,SEATTLE, WA,SILICON VALLEY, CA,TAMPA, FL,WASHINGTON, DC",Data and Analytics,"EPM OneStream Solutions Architect, Sr. Manager",senior,,8,,['does not intend to hire experienced or entry level job seekers']
0,659,Meta,2024-04-14,0,"NEW YORK, NY",Data and Analytics,Privacy Training Curriculum Program Manager,senior,,6+,,"['Team is looking for an experienced Curriculum Program Manager to support', 'to build world class learning experiences to equip our growing workforce', 'consulting and/or program management Demonstrated experience working with ambiguity in a', 'in a fast-paced environment Demonstrated experience communicating complex concepts concisely and', 'digital and in-person platforms Demonstrated experience working with large scale cross-functional', 'Learning &amp; Development outcomes Proven experience in driving change management in', 'Preferred Qualifications: 3+ Years of experience in one or any of', 'with product development teams Direct experience or knowledge of Cornerstone on', 'beyond 2D screens toward immersive experiences like augmented and virtual reality']"
0,15000294,InfluxData,2024-04-04,1,FLEXIBLE / REMOTE,Data and Analytics,Growth Analyst,mid,,,['SQL'],"['values diversity in background and experiences. We do our best work', 'growth company, bonus points for experience working with a GTM (Sales', 'scripting language. Bonus points for experience with libraries such as dplyr,', 'pipelines (ETL/ELT) Bonus points for experience with Salesforce or another CRM']"
0,12400,BNY Mellon,2023-06-02,0,"NEW YORK, NY",Data and Analytics,"Lead Analyst, Treasury and ALM",senior,"['$66,000', 'and', '$120,000']",3-5,,"['is beginning to gain in-depth experience in a category such as', 'reports. Provides leadership to less experienced team members, guiding and coaching', 'equivalent combination of education and experience is required. Degree in math,', '3-5 years of total work experience preferred. Experience with liquidity stress', 'individualized basis, including as to experience and market location, and is']"
0,15000245,Moody's,2024-02-14,0,"NEW YORK, NY",Data and Analytics,Sr Business Systems Analyst,senior,"['[[$116,400]]', 'to', '[[$163,950]],']",5,"['Tableau', 'SQL']","['of 5 years of relevant experience Experience working with credit rating', 'analysis into actionable tasks Strong experience in design thinking and agile', 'Visio or Lucid is required, experience with Miro is a plus', 'depending on factors such as experience, education, level, skills, and location.']"
0,659,Meta,2024-04-14,0,"SAN FRANCISCO, CA",Data and Analytics,"Lead Counsel, AI Privacy",senior,,5+,,"['bar 5+ years of legal experience, including at a law firm', 'a law firm and/or in-house experience with internet or technology companies', 'Business judgment and client counseling experience Experience with AI technologies and', 'beyond 2D screens toward immersive experiences like augmented and virtual reality']"
0,12023,Humana,2024-04-02,1,FLEXIBLE / REMOTE,Data and Analytics,Encounter Data Management Professional,mid,,+,['SQL'],"['years of medical claims processing experience Prior experience researching rejected claims', 'medical claims processing experience Prior experience researching rejected claims Proven experience', 'experience researching rejected claims Proven experience with analytical problem solving with', 'fields Prior health insurance industry experience Working knowledge of Microsoft SQL', 'demonstrated job related skills, knowledge, experience, education, certifications, etc. $57,700 -']"
0,15000088,GitLab,2024-03-20,1,FLEXIBLE / REMOTE,Data and Analytics,"Incubation Engineer, AI",mid,,,,['candidates with varying levels of experience; many successful candidates do not']
0,15000298,Google,2024-04-10,0,"MOUNTAIN VIEW, CA,NEW YORK, NY",Data and Analytics,"Data Scientist III, Research",senior,"$127,000-$187,000",3,,"['field. 3 years of work experience using analytics to solve product', 'qualifications: 5 years of work experience using analytics to solve product', 'additional factors, including job-related skills, experience, and relevant education or training.']"
0,901,Capital One,2024-03-09,0,"CAMBRIDGE, MA,MCLEAN, VA,NEW YORK, NY,SAN FRANCISCO, CA",Data and Analytics,"Manager, Data Science - Emerging ML",senior,"['$201,400', '-', '$229,900', 'for', 'Manager,', 'Data', 'Science', 'San', 'Francisco,', 'California', '(Hybrid', 'On-site):', '$213,400', '-', '$243,500', 'for', 'Manager,', 'Data', 'Science', 'Candidates', 'hired', 'to', 'work', 'in', 'other', 'locations', 'will', 'be', 'subject', 'to', 'the', 'pay', 'range', 'associated', 'with', 'that', 'location,', 'and', 'the', 'actual', 'annualized', 'salary', 'amount', 'offered', 'to', 'any', 'candidate', 'at', 'the', 'time', 'of', 'hire', 'will', 'be', 'reflected', 'solely', 'in', 'the', ""candidate's"", 'offer', 'letter.', 'This', 'role', 'is', 'also', 'eligible', 'to', 'earn', 'performance', 'based', 'incentive', 'compensation,', 'which', 'may', 'include', 'cash', 'bonus(es)', 'and/or', 'long', 'term', 'incentives', '(LTI).', 'Incentives', 'could', 'be', 'discretionary', 'or', 'non', 'discretionary', 'depending', 'on', 'the', 'plan.', 'The', 'minimum', 'and', 'maximum', 'full-time', 'annual', 'salaries', 'for', 'this', 'role', 'are', 'listed', 'below,', 'by', 'location.', 'Please', 'note', 'that', 'this', 'salary', 'information', 'is', 'solely', 'for', 'candidates', 'hired', 'to', 'perform', 'work', 'within', 'one', 'of', 'these', 'locations,', 'and', 'refers', 'to', 'the', 'amount', 'Capital', 'One', 'is', 'willing', 'to', 'pay', 'at', 'the', 'time', 'of', 'this', 'posting.', 'Salaries', 'for', 'part-time', 'roles', 'will', 'be', 'prorated', 'based', 'upon', 'the', 'agreed', 'upon', 'number', 'of', 'hours', 'to', 'be', 'regularly', 'worked.', 'New', 'York', 'City', '(Hybrid', 'On-Site):', '$201,400', '-', '$229,900', 'for', 'Mgr,', 'Data', 'Science', 'San', 'Francisco,', 'California', '(Hybrid', 'On-Site):', '$213,400', '-', '$243,500']",few,"['SQL', 'Spark', 'AWS']","['that guide improvements to customer experiences and business outcomes in domains', 'audiences. Technical: You have hands-on experience developing data science solutions from', 'a ROC curve. You have experience with clustering, classification, sentiment analysis,', 'Degree plus 6 years of experience in data analytics, or currently', 'Degree plus 4 years of experience in data analytics, or currently', 'PhD plus 1 year of experience in data analytics, with an', 'At least 2 year of experience in open source programming languages', 'At least 2 year of experience with machine learning At least', 'At least 2 year of experience with relational databases Preferred Qualifications:', 'Mathematics) plus 3 years of experience in data analytics Experience building', 'At least 1 year of experience working with AWS At least', ""AWS At least 4 years' experience in Python, Scala, or R"", ""analysis At least 4 years' experience with machine learning At least"", ""learning At least 4 years' experience with SQL Capital One will""]"
0,850,Goldman Sachs,2024-03-15,0,"NEW YORK, NY",Data and Analytics,Associate - 7357784,mid,"['$100', 'million', 'and', 'executing', 'public', 'mergers', 'and', 'acquisitions', 'transactions', 'more', 'than', '$500', 'million;', 'executing', 'M&amp;A', 'transactions', 'involving', 'deal', 'origination,', 'information', 'memorandum', 'preparation,', 'strategic', 'and', 'financial', 'partner', 'approach', 'strategies,', 'valuation', 'and', 'combination', 'analyses,', 'transaction', 'negotiation', 'and', 'fairness', 'opinions', 'and', 'board', 'presentations;', 'drafting', 'and', 'reviewing', 'securities', 'offering', 'documents,', 'sale', 'and', 'purchase', 'agreements', 'and', 'other', 'legal', 'contracts', 'for', 'complex', 'financial', 'transactions,', 'such', 'as', 'M&amp;A', 'and', 'complex', 'debt', 'and', 'equity', 'financings;', 'executing', 'detailed', 'analysis', 'of', 'the', 'pro', 'forma', 'impact', 'of', 'debt,', 'equity', 'and', 'other', 'capital', 'issuances,', 'spin-offs,', 'divestitures,', 'and', 'changes', 'in', 'capital', 'allocation', 'policies', 'including', 'dividend', 'and', 'share', 'repurchases;', 'developing', 'complex', 'presentations', 'and', 'presenting', 'to', 'clients', 'on', 'M&amp;A,', 'corporate', 'strategy', 'and', 'financing', 'alternatives;', 'and', 'managing', 'multiple', 'live', 'work', 'streams,', 'coordinate', 'with', 'clients,', 'external', 'counsels,', 'co-advisors,', 'and', 'senior', 'deal', 'team', 'members', 'to', 'ensure', 'smooth', 'execution', 'of', 'deals.', 'Must', 'obtain', 'FINRA', 'Series', '79', 'and', 'SIE', 'licenses', 'within', 'three', '(3)', 'months', 'of', 'hire.', 'Travel:', '10%', 'domestic', 'and', 'international', 'travel', 'required', 'to', 'attend', 'client', 'meetings', 'and', 'industry', 'conferences.', 'All', 'travel', 'expenses', 'are', 'covered', 'by', 'the', 'firm.', 'Salary', 'Range:', 'The', 'expected', 'annual', 'base', 'salary', 'for', 'this', 'New', 'York,', 'New', 'York,', 'United', 'States-based', 'position', 'is', '$174,000', '-', '$225,000.']",(3),,"['field. Three (3) years of experience in the job offered or', 'or related investment banking position.Prior experience must include three (3) years', 'powers and utilities sectors and experience with the relevant industries; managing', 'or other technical corporate finance experience including executing debt or equity', 'providing a strong overall employee experience. A summary of these offerings,']"
0,741,Atlassian,2024-04-01,1,"BANGALORE, INDIA,FLEXIBLE / REMOTE",Data and Analytics,"Senior Machine Learning Systems Engineer, AI & ML Platform",senior,,5+,"['Scala', 'NoSQL']","['team <strong>Your Background:</strong> 5+ years experience building and developing backend applications', 'for Computer Science degree Senior-level experience with one or more prominent', 'PaaS, IaaS industry with hands-on experience with public cloud offerings (e.g.,']"
0,15000183,Eaton,2024-04-11,0,"LOS ANGELES, CA",Data and Analytics,Receiving Inspector A,mid,"['$26.80', '-', '$40.20']",five,,"['are based upon candidate skills, experience, and qualifications, as well as', 'minimum of five years of experience in first article inspection reports', '(GED). Five years minimum related experience or training; or equivalent combination', 'equivalent combination of education and experience in mechanical inspection of aerospace', 'Skills: Preferred Qualifications: Knowledge or experience inspecting various types of materials', 'stainless steel, etc.). Knowledge or experience inspecting aerospace products with coatings']"
0,659,Meta,2024-04-14,0,"SAN FRANCISCO, CA",Data and Analytics,"Partner Engineer, Gen AI",senior,,5+,,"['Generative AI product services and experience and taking Large Language Models', 'ideal candidate will have industry experience working with PyTorch on a', 'technical field, or equivalent practical experience. Currently has, or is in', 'technical field, or equivalent practical experience. Degree must be completed prior', 'to joining Meta. 5+ years experience as software engineer, technical consultant', 'partner/sales engineer 5+ years of experience in one or more of', 'of PyTorch models. Software development experience in languages like Python, Java,', 'partners Data science background and experience manipulating/transforming data, model selection, model', 'beyond 2D screens toward immersive experiences like augmented and virtual reality']"
0,741,Atlassian,2024-04-01,1,"FLEXIBLE / REMOTE,SAN FRANCISCO, CA",Data and Analytics,"Senior Design Manager, AI",senior,,five,,"['and platforms, provide cohesive AI experiences and setup up an Atlassian', 'strong design background and practitioner experience with AI/ML technology. <strong>Compensation</strong> At', ""a candidate's skills, expertise, or experience. In the United States, we"", 'our products and accelerate AI experiences at Atlassian Collaborate with some', 'to advocate for the user experience in our products and ship', 'background: More than five years experience in Design Leadership roles Experience']"
