,JOB_TITLE,EMPLOYER_NAME,WORKSITE_CITY,WORKSITE_POSTAL_CODE,PW_WAGE_LEVEL,YEAR,Cost of Living Plus Rent Index,ADJUSTED_P_WAGE,ENGINEER_TITLE,EMPLOYER_SIZE,SF,LA
594,"MANAGER SALES, DATA & INSIGHTS",APPYNEST INC.,NEW YORK,10009,1,2019,100.0,51064.0,0,small,0,0
595,DATA MODELER,"INFOOBJECTS, INC",SAN FRANCISCO,94105,2,2019,98.6,95604.5,0,medium,1,0
596,BUSINESS DATA ANALYST,"AITA CONSULTING SERVICES, INC.",NEW YORK,10003,2,2019,100.0,74443.0,0,large,0,0
597,DATA ENGINEER,ROBOTICS TECHNOLOGIES LLC,LOS ANGELES,91755,2,2019,73.9,85564.3,1,medium,0,1
598,"DATA ENGINEER, AUTOMATION",QUEST ANALYTICS INC.,SAN FRANCISCO,94103,2,2019,98.6,95604.5,1,medium,1,0
599,NETWORK DATA SCIENTIST,"SG AMERICAS OPERATIONAL SERVICES, INC.",NEW YORK,10167,2,2019,100.0,74443.0,0,medium,0,0
600,DATA ENGINEER,"PROCLIVITY MEDIA, INC.",NEW YORK,10011,2,2019,100.0,74443.0,1,medium,0,0
601,DATAWAREHOUSE SPECIALIST,ADROIT ASSOCIATES INC,NEW YORK,10004,2,2019,100.0,74443.0,0,medium,0,0
602,BUSINESS DATA ANALYST,KGK JEWELS LLC,NEW YORK,10018,1,2019,100.0,58968.0,0,small,0,0
603,LEAD DATA SCIENTIST,SG ANALYTICS,NEW YORK,10019,2,2019,100.0,74443.0,0,small,0,0
604,LEAD DATA SCIENTIST,SG ANALYTICS,NEW YORK,10019,2,2019,100.0,74443.0,0,small,0,0
605,DATA ANALYST,"SHIFT TECHNOLOGIES, INC.",SAN FRANCISCO,94103,2,2019,98.6,95604.5,0,medium,1,0
606,PRODUCT DATA ANALYST,"HOLOBUILDER, INC.",SAN FRANCISCO,94103,1,2019,98.6,71154.2,0,medium,1,0
607,CUSTOMER SERVICE DATA ANALYST,"MOLEKULE, INC.",SAN FRANCISCO,94103,1,2019,98.6,71154.2,0,large,1,0
608,DATA WAREHOUSE SPECIALIST,TATA CONSULTANCY SERVICES LIMITED,NEW YORK,10019,2,2019,100.0,74443.0,0,medium,0,0
609,DATA ANALYST 2,CAPGEMINI AMERICA INC,NEW YORK,10003,2,2019,100.0,74443.0,0,large,0,0
610,DATA GOVERNANCE CONSULTANT,AGA FINCORP INC.,SAN FRANCISCO,94104,2,2019,98.6,95604.5,0,small,1,0
611,DATA ENGINEER,"FACEBOOK, INC.",NEW YORK,10003,4,2019,100.0,121222.0,1,medium,0,0
612,SENIOR DATA INTEGRITY ANALYST,ADOBE INC.,LOS ANGELES,90016,3,2019,73.9,111768.6,0,large,0,1
613,DATA ANALYST,"BRAIN RESOURCE, INC.",SAN FRANCISCO,94103,1,2019,98.6,71154.2,0,large,1,0
614,DATA ANALYST,"AURA, INC.",SAN FRANCISCO,94104,2,2019,98.6,95604.5,0,small,1,0
615,DATA ARCHITECT,"INTERNATIONAL SOLUTION SOURCES, LLC",SAN FRANCISCO,94105,2,2019,98.6,95604.5,0,small,1,0
616,DATA SCIENTIST,"FACEBOOK, INC.",NEW YORK,10003,3,2019,100.0,97843.0,0,medium,0,0
617,DATA WAREHOUSE SPECIALIST,TATA CONSULTANCY SERVICES LIMITED,NEW YORK,10017,2,2019,100.0,74443.0,0,medium,0,0
618,BUSINESS DATA ANALYST,KGK JEWELS LLC,NEW YORK,10018,1,2019,100.0,58968.0,0,small,0,0
619,"SENIOR SPECIALIST, DATA GOVERNANCE - DDWG ENGAGEMENT ANALYST",THE BANK OF NEW YORK MELLON,NEW YORK,10286,4,2019,100.0,121222.0,0,small,0,0
620,DATA ANALYST,JPMORGAN CHASE & CO.,NEW YORK,10004,2,2019,100.0,74443.0,0,medium,0,0
621,DATA ANALYST,"SAVI TECHNOLOGIES, INC.",SAN FRANCISCO,94111,1,2019,98.6,71154.2,0,small,1,0
622,ECOMMERCE DATA REPORTING ASSOCIATE,"PEPSICO, INC.",NEW YORK,10017,2,2019,100.0,74443.0,0,large,0,0
623,DATA WAREHOUSE SPECIALIST,TATA CONSULTANCY SERVICES LIMITED,NEW YORK,10004,2,2019,100.0,74443.0,0,medium,0,0
624,SENIOR DATA ANALYST,"MCKINSEY & COMPANY, INC. UNITED STATES",NEW YORK,10022,3,2019,100.0,97843.0,0,large,0,0
625,DATA SCIENTIST,FACEBOOK INC.,NEW YORK,10003,4,2019,100.0,121222.0,0,medium,0,0
626,DATA SCIENTIST,"FACEBOOK, INC.",SAN FRANCISCO,94105,3,2019,98.6,120075.1,0,medium,1,0
627,SENIOR DATA ANALYST,"INTERCOM, INC.",SAN FRANCISCO,94105,4,2019,98.6,144524.3,0,small,1,0
628,SENIOR DATA ENGINEER,"RANDSTAD TECHNOLOGIES, LLC",NEW YORK,10036,3,2019,100.0,97843.0,1,medium,0,0
629,DATA ENGINEER,FACEBOOK INC.,SAN FRANCISCO,94105,2,2019,98.6,95604.5,1,medium,1,0
630,DATA ANALYST,"VST CONSULTING, INC.",LOS ANGELES,90071,2,2019,73.9,85564.3,0,large,0,1
631,DATA SCIENTIST,"FACEBOOK, INC.",NEW YORK,10003,3,2019,100.0,97843.0,0,medium,0,0
632,DATA ANALYST,STRYDER CORPORATION,SAN FRANCISCO,94104,2,2019,98.6,95604.5,0,small,1,0
633,TECHNICAL LEAD OF DATA SERVICES,SONY MUSIC ENTERTAINMENT,NEW YORK,10010,3,2019,100.0,97843.0,0,small,0,0
634,BI DATA ENGINEER,CYMA SYSTEMS INC,SAN FRANCISCO,94103,2,2019,98.6,95604.5,1,medium,1,0
635,BIG DATA ENGINEER,CYMA SYSTEMS INC,SAN FRANCISCO,94103,2,2019,98.6,95604.5,1,medium,1,0
636,OFFERING MANAGER AND DATA SCIENTIST,IBM CORPORATION,SAN FRANCISCO,94105,4,2019,98.6,144524.3,0,large,1,0
637,"ENGINEER II (A), DATABASE ENGINEERING","S&P GLOBAL MARKET INTELLIGENCE, INC.",NEW YORK,10041,2,2019,100.0,74443.0,1,small,0,0
638,REMOTE SENSING TELEMETRY DATA SCIENTIST,"MAPBOX, INC.",SAN FRANCISCO,94105,2,2019,98.6,95604.5,0,small,1,0
639,DATA ENGINEER,"STASH FINANCIAL, INC.",NEW YORK,10018,4,2019,100.0,121222.0,1,large,0,0
640,DATA ENGINEER,INNOVATIVE INFORMATION TECHNOLOGIES INC.,NEW YORK,10010,4,2019,100.0,121222.0,1,small,0,0
641,DATABASE ENGINEER [15-1199.06] 1615.7850,GOOGLE LLC,NEW YORK,10011,3,2019,100.0,97843.0,1,large,0,0
642,DATA ENGINEER,"DAILYMOTION, INC.",NEW YORK,10010,3,2019,100.0,97843.0,1,small,0,0
643,"VP, DATA SCIENTIST (15-1199.08)","PACIFIC INVESTEMENT MANAGEMENT COMPANY, LLC",NEW YORK,10019,3,2019,100.0,97843.0,0,small,0,0
644,IT CONSULTANT(QA ANALYST/DATABASES),VENSOFT SOLUTIONS INC,LOS ANGELES,90094,2,2019,73.9,85564.3,0,small,0,1
645,DATA ANALYST,SUPERLOGIX INC,NEW YORK,10005,2,2019,100.0,74443.0,0,medium,0,0
646,SR. DATA ANALYST/ARCHITECT,"UNIFY SOLUTIONS, INC.",NEW YORK,10017,3,2019,100.0,100651.0,0,small,0,0
647,"SENIOR ADMINISTRATOR, DATABASE ADMINISTRATION","STANDARD & POOR'S FINANCIAL SERVICES, LLC",NEW YORK,10041,4,2019,100.0,123552.0,0,medium,0,0
648,DATA ENGINEER,"DAILYMOTION, INC.",NEW YORK,10010,3,2019,100.0,100651.0,1,small,0,0
649,DATA ENGINEER,INNOVATIVE INFORMATION TECHNOLOGIES INC.,NEW YORK,10010,4,2019,100.0,123552.0,1,small,0,0
650,BIG DATA ENGINEER,"ERP ANALYSTS, INC",NEW YORK,10001,3,2019,100.0,100651.0,1,large,0,0
651,DATA MANAGEMENT SENIOR ANALYST,ACCENTURE LLP,NEW YORK,10017,2,2019,100.0,77750.0,0,large,0,0
652,DATA MANAGEMENT ASSOCIATE MANAGER,ACCENTURE LLP,NEW YORK,10105,3,2019,100.0,100651.0,0,large,0,0
653,DATA ANALYST,SUPERLOGIX INC,NEW YORK,10005,2,2019,100.0,77750.0,0,medium,0,0
654,"ASSOCIATE, DATA VISUALIZATION",JPMORGAN CHASE &AMP; CO.,SAN FRANCISCO,94107,3,2019,98.6,115412.8,0,medium,1,0
655,"PRINCIPAL, DATA STRATEGY - POLICY & REGULATORY DATA MNGMT",THE BANK OF NEW YORK MELLON,NEW YORK,10286,4,2019,100.0,123552.0,0,small,0,0
656,DATA ANALYST 2,CAPGEMINI AMERICA INC,NEW YORK,10004,2,2019,100.0,77750.0,0,large,0,0
657,SR. MARKETING DATA ANALYST,"ZENDESK, INC.",SAN FRANCISCO,94103,3,2019,98.6,115412.8,0,large,1,0
658,"SENIOR SOFTWARE ENGINEER, DATA","VUNGLE, INC.",SAN FRANCISCO,94111,4,2019,98.6,136930.0,1,small,1,0
659,"SENIOR ADMINISTRATOR, DATABASE ADMINISTRATION","STANDARD & POOR'S FINANCIAL SERVICES, LLC",NEW YORK,10041,4,2019,100.0,123552.0,0,medium,0,0
660,BSA/AML AND SANCTIONS COMPLIANCE SYSTEMS & DATA ANALYST,RABO DIVERSIFIED SERVICES LLC,NEW YORK,10167,4,2019,100.0,123552.0,0,small,0,0
661,SENIOR DATA ENGINEER,"GEMINI TRUST COMPANY, LLC",NEW YORK,10010,4,2019,100.0,123552.0,1,medium,0,0
662,SENIOR TEST DATA MANAGEMENT ARCHITECT,CITY NATIONAL BANK,LOS ANGELES,90071,2,2019,73.9,91305.8,0,large,0,1
663,SENIOR DATA ANALYST,"HOTWIRE, INC.",SAN FRANCISCO,94104,4,2019,98.6,108197.8,0,small,1,0
664,"DIRECTOR, DATA MANAGEMENT","S&P GLOBAL MARKET INTELLIGENCE, INC.",NEW YORK,10041,4,2019,100.0,123552.0,0,small,0,0
665,SENIOR DATA ANALYST,ENTERTAINMENT BENEFITS GROUP LLC,NEW YORK,10018,3,2019,100.0,100651.0,0,medium,0,0
666,DATA ENGINEER,"FACEBOOK, INC.",NEW YORK,10003,3,2019,100.0,100651.0,1,medium,0,0
667,SENIOR MARKETING DATA SCIENTIST,"MOLEKULE, INC.",SAN FRANCISCO,94103,4,2019,98.6,136930.0,0,large,1,0
668,DATA SCIENCE ACTUARY,ASCOT UNDERWRITING INC.,NEW YORK,10036,3,2019,100.0,146744.0,0,small,0,0
669,DATA ANALYST,IMMUNITY COMMA INC DOT,NEW YORK,10023,2,2019,100.0,67891.0,0,large,0,0
670,DATA ENGINEER,"BLUE APRON, LLC",NEW YORK,10010,3,2019,100.0,80974.0,1,medium,0,0
671,DATA CLINIC DATA SCIENTIST,"TWO SIGMA INVESTMENTS, LP",NEW YORK,10013,4,2019,100.0,94078.0,0,large,0,0
672,FRONT OFFICE APPLICATIONS DATA SCIENTIST,RBC CAPITAL MARKETS LLC,NEW YORK,10281,3,2019,100.0,80974.0,0,large,0,0
673,DATA SCIENCE ANALYST,"KENSHO TECHNOLOGIES, LLC",NEW YORK,10007,2,2019,100.0,67891.0,0,large,0,0
674,"VICE PRESIDENT, DATA SCIENTIST MANAGER",JPMORGAN CHASE & CO.,NEW YORK,10017,3,2019,100.0,80974.0,0,medium,0,0
675,DATA OPERATIONS ANALYST,ITEMIZE CORP.,NEW YORK,10019,1,2019,100.0,61360.0,0,large,0,0
676,PRODUCT AND DATA ANALYTICS MANAGER,BOK SOLUTIONS INC.,NEW YORK,10017,2,2019,100.0,83866.0,0,large,0,0
677,SENIOR DATA SCIENTIST,IBM INDIA PRIVATE LIMITED,NEW YORK,10016,3,2019,100.0,106350.0,0,medium,0,0
678,"SENIOR MANAGER, DATA SCIENCE AND ANALYTICS",ADOBE INC.,SAN FRANCISCO,94103,3,2019,98.6,113957.4,0,large,1,0
679,PLAYER SUPPORT DATA ANALYST,"NIANTIC, INC",SAN FRANCISCO,94111,2,2019,98.6,95604.5,0,large,1,0
680,DATA SCIENTIST,IBM CORPORATION,NEW YORK,10016,2,2019,100.0,83866.0,0,large,0,0
681,SENIOR DATA ANALYST,SCHIRESON ASSOCIATES LLC,NEW YORK,10018,2,2019,100.0,83866.0,0,small,0,0
682,DATA SCIENTIST,TURO INC.,SAN FRANCISCO,94105,2,2019,98.6,92229.2,0,medium,1,0
683,"MANAGER, DATA ACQUISITION & ANALYSIS","NBCUNIVERSAL MEDIA, LLC",NEW YORK,10020,2,2019,100.0,83866.0,0,small,0,0
684,DATA ANALYST I,"TWITTER, INC.",SAN FRANCISCO,94103,3,2019,98.6,113957.4,0,small,1,0
685,DATA SCIENTIST MACHINE LEARNING ENGINEER,IBM CORPORATION,NEW YORK,10003,2,2019,100.0,83866.0,1,large,0,0
686,DATA SCIENTIST,IBM CORPORATION,NEW YORK,10016,2,2019,100.0,83866.0,0,large,0,0
687,DATA SCIENTIST MACHINE LEARNING ENGINEER,IBM CORPORATION,NEW YORK,10003,2,2019,100.0,83866.0,1,large,0,0
688,DATA ANALYST,TURO INC.,SAN FRANCISCO,94105,1,2019,98.6,70501.0,0,medium,1,0
689,DATA ANALYST,NEUTRON HOLDINGS INC.,SAN FRANCISCO,94105,2,2019,98.6,92229.2,0,large,1,0
690,DATA ANALYST,NEUTRON HOLDINGS INC.,SAN FRANCISCO,94105,2,2019,98.6,92229.2,0,large,1,0
691,DATA ANALYST,NEUTRON HOLDINGS INC.,SAN FRANCISCO,94105,2,2019,98.6,92229.2,0,large,1,0
692,SENIOR DATA ANALYST,NEUTRON HOLDINGS INC.,SAN FRANCISCO,94105,2,2019,98.6,92229.2,0,large,1,0
693,DATA SCIENTIST,IBM CORPORATION,SAN FRANCISCO,94105,2,2019,98.6,92229.2,0,large,1,0
694,"MANAGER, MUSIC DATA & INSIGHTS","NETFLIX, INC.",LOS ANGELES,90028,4,2019,73.9,146866.0,0,medium,0,1
695,AUDIT & ASSURANCE DATA ANALYTICS SPECIALIST ASSISTANT,DELOITTE & TOUCHE LLP,LOS ANGELES,90013,1,2019,73.9,74530.4,0,large,0,1
696,DATA OPERATIONS ANALYST,"WINDFALL DATA, INC.",SAN FRANCISCO,94133,1,2019,98.6,70501.0,0,large,1,0
697,DATA ANALYST,"EVERLANE, INC.",SAN FRANCISCO,94110,1,2019,98.6,70501.0,0,large,1,0
698,SENIOR DATA SCIENTIST,"CHEGG, INC.",SAN FRANCISCO,94105,4,2019,98.6,135685.6,0,small,1,0
699,DATA ANALYST,"FACEBOOK, INC.",SAN FRANCISCO,94105,3,2019,98.6,113957.4,0,medium,1,0
700,DATA ANALYST,MINTED LLC,SAN FRANCISCO,94111,1,2019,98.6,70501.0,0,medium,1,0
701,DATA ANALYST,MINTED LLC,SAN FRANCISCO,94111,1,2019,98.6,70501.0,0,medium,1,0
702,DATA SCIENTIST,TURO INC.,SAN FRANCISCO,94105,3,2019,98.6,113957.4,0,medium,1,0
703,DATA SCIENTIST-PRICING,"J CREW GROUP, INC.",NEW YORK,10003,1,2019,100.0,61360.0,0,large,0,0
704,QUANTITATIVE DATA ANALYST,"LYFT, INC.",SAN FRANCISCO,94107,3,2019,98.6,113957.4,0,large,1,0
705,BIG DATA ANALYST,"WORLD WIDE TECHNOLOGY HOLDING COMPANY, LLC",NEW YORK,10119,3,2019,100.0,106350.0,0,small,0,0
706,CONSUMER INSIGHTS DATA SCIENTIST,"CUROLOGY, INC.",SAN FRANCISCO,94102,2,2019,98.6,92229.2,0,medium,1,0
707,CRM DATA ANALYST,THEORY LLC,NEW YORK,10014,1,2019,100.0,61360.0,0,large,0,0
708,DATA OPERATIONS ANALYST,ITEMIZE CORP.,NEW YORK,10018,1,2019,100.0,61360.0,0,large,0,0
709,TECHNICAL DATA ANALYST,PETAL CARD INC.,NEW YORK,10013,2,2019,100.0,83866.0,0,medium,0,0
710,ANALYST - DATA QUALITY AND OPERATIONS,"SALESFORCE.COM, INC.",SAN FRANCISCO,94105,2,2019,98.6,92229.2,0,small,1,0
711,"SENIOR FELLOW, DATA SCIENCE","MCKINSEY & COMPANY, INC. UNITED STATES",SAN FRANCISCO,94104,2,2019,98.6,92229.2,0,large,1,0
712,ASSOCIATE OPERATION DATA ANALYST,LENDINGCLUB CORPORATION,SAN FRANCISCO,94105,2,2019,98.6,92229.2,0,small,1,0
713,OPERATIONS DATA ANALYST,NEUTRON HOLDINGS INC.,SAN FRANCISCO,94105,2,2019,98.6,92229.2,0,large,1,0
714,DATA SCIENTIST,MEREDITH CORPORATION,NEW YORK,10281,2,2019,100.0,83866.0,0,large,0,0
715,DATA ANALYST,YAI-NATIONAL INSTITUTE FOR PEOPLE WITH DISABILITIES,NEW YORK,10001,1,2019,100.0,61360.0,0,small,0,0
716,DATA SCIENTIST,"THE BOSTON CONSULTING GROUP, INC.",NEW YORK,10001,2,2019,100.0,83866.0,0,large,0,0
717,DATA SCIENTIST,"THE BOSTON CONSULTING GROUP, INC.",NEW YORK,10001,2,2019,100.0,83866.0,0,large,0,0
718,GAMMA - DATA SCIENTIST,"THE BOSTON CONSULTING GROUP, INC.",SAN FRANCISCO,94111,2,2019,98.6,92229.2,0,large,1,0
719,DATA ANALYST,OPTIMUS CONSULTING CORP.,NEW YORK,10105,2,2019,100.0,83866.0,0,medium,0,0
720,SENIOR DATA ANALYST,"CAPITAL ONE, NATIONAL ASSOCIATION",NEW YORK,10171,2,2019,100.0,83866.0,0,medium,0,0
721,SENIOR DATA ANALYST,SCHIRESON ASSOCIATES LLC,NEW YORK,10018,2,2019,100.0,83866.0,0,small,0,0
722,DATA SCIENTIST,"LYFT, INC.",SAN FRANCISCO,94107,2,2019,98.6,92229.2,0,large,1,0
723,SENIOR COMPLIANCE DATA ANALYST,"SQUARE, INC.",SAN FRANCISCO,94103,2,2019,98.6,92229.2,0,medium,1,0
724,DATA SCIENTIST,"THE BOSTON CONSULTING GROUP, INC.",LOS ANGELES,90071,2,2019,73.9,98652.2,0,large,0,1
725,DATA SCIENTIST,"THE BOSTON CONSULTING GROUP, INC.",LOS ANGELES,90071,2,2019,73.9,98652.2,0,large,0,1
726,DATA SCIENTIST,"THE BOSTON CONSULTING GROUP, INC.",LOS ANGELES,90071,2,2019,73.9,98652.2,0,large,0,1
727,"MANAGER, DATA SCIENCE, MARKETING","SOCIAL FINANCE, INC",SAN FRANCISCO,94129,4,2019,98.6,135685.6,0,small,1,0
728,DATA SCIENCE CONSULTANT,"ZS ASSOCIATES, INC.",NEW YORK,10118,3,2019,100.0,106350.0,0,large,0,0
729,AUDIT & ASSURANCE DATA ANALYTICS SPECIALIST ASSISTANT,DELOITTE & TOUCHE LLP,LOS ANGELES,90013,1,2019,73.9,74530.4,0,large,0,1
730,DATA SCIENCE ASSOCIATE,"VIA TRANSPORTATION, INC.",NEW YORK,10014,1,2019,100.0,61360.0,0,large,0,0
731,DATA SCIENTIST,"VIA TRANSPORTATION, INC.",NEW YORK,10014,2,2019,100.0,83866.0,0,large,0,0
732,"DATA SCIENTIST, ANALYST (CAPITAL MARKETS)","SOCIAL FINANCE, INC",SAN FRANCISCO,94129,4,2019,98.6,135685.6,0,small,1,0
733,"ASSOCIATE, DATA ANALYTICS","DAS 42, LLC",NEW YORK,10022,1,2019,100.0,61360.0,0,medium,0,0
734,SENIOR DATA ANALYST (HEALTHCARE ENGINEERING),"CMGRP, INC.",NEW YORK,10022,2,2019,100.0,83866.0,1,large,0,0
735,DATA SCIENTIST,"CMGRP, INC.",NEW YORK,10022,2,2019,100.0,83866.0,0,large,0,0
736,DATA ANALYST,OMADA HEALTH INC.,SAN FRANCISCO,94111,1,2019,98.6,70501.0,0,large,1,0
737,SENIOR DATA ANALYST,ENTERTAINMENT BENEFITS GROUP LLC,NEW YORK,10018,3,2019,100.0,106350.0,0,medium,0,0
738,BIG DATA ANALYST,"WORLD WIDE TECHNOLOGY HOLDING COMPANY, LLC",NEW YORK,10119,1,2019,100.0,61360.0,0,small,0,0
739,BIG DATA ANALYST,"WORLD WIDE TECHNOLOGY HOLDING COMPANY, LLC",NEW YORK,10119,1,2019,100.0,61360.0,0,small,0,0
740,SR. DATA SCIENTIST,AETNA RESOURCES LLC,NEW YORK,10013,3,2019,100.0,106350.0,0,medium,0,0
741,DATA SCIENCE ENGINEER,"CYLERA, INC.",NEW YORK,10010,2,2019,100.0,83866.0,1,medium,0,0
742,"MANAGER, DATA SCIENCE 2","STUBHUB, INC.",SAN FRANCISCO,94105,4,2019,98.6,135685.6,0,medium,1,0
743,"AVP, DATA SCIENTIST",BARCLAYS CAPITAL INC.,NEW YORK,10019,2,2019,100.0,83866.0,0,medium,0,0
744,ESOP DATA ANALYTICS CONSULTANT,"PKF O'CONNOR DAVIES, LLP",NEW YORK,10022,1,2019,100.0,61360.0,0,medium,0,0
745,SENIOR DATA ANALYST,"CAPITAL ONE, NATIONAL ASSOCIATION",NEW YORK,10011,2,2019,100.0,83866.0,0,medium,0,0
746,ANALYST - DATA QUALITY AND OPERATIONS,"SALESFORCE.COM, INC.",SAN FRANCISCO,94105,2,2019,98.6,92229.2,0,small,1,0
747,DATA ANALYST,"YOUNOW, INC",NEW YORK,10016,2,2019,100.0,83866.0,0,small,0,0
748,DATA ANALYTICS & MARKETING AUTOMATION MANAGER,FYBER INC.,SAN FRANCISCO,94105,2,2019,98.6,92229.2,0,medium,1,0
749,BUSINESS DATA CONSULTANT,"SALESFORCE.COM, INC.",SAN FRANCISCO,94105,3,2019,98.6,113957.4,0,small,1,0
750,PRODUCT AND DATA ANALYTICS MANAGER,BOK SOLUTIONS INC.,NEW YORK,10025,2,2019,100.0,83866.0,0,large,0,0
751,DATA SCIENTIST,"THE BOSTON CONSULTING GROUP, INC.",SAN FRANCISCO,94111,2,2019,98.6,92229.2,0,large,1,0
752,BUSINESS DATA ANALYST,"SCOOP TECHNOLOGIES, INC.",SAN FRANCISCO,94103,2,2019,98.6,92229.2,0,large,1,0
753,ASSOCIATE DATA SCIENTIST,"FUTURE US, INC.",NEW YORK,10036,1,2019,100.0,61360.0,0,large,0,0
754,DATA SCIENTIST,"RSG MEDIA SYSTEMS, LLC",NEW YORK,10017,2,2019,100.0,83866.0,0,small,0,0
755,DATA SCIENCE ASSOCIATE CONSULTANT,"ZS ASSOCIATES, INC.",NEW YORK,10118,2,2019,100.0,83866.0,0,large,0,0
756,DATA SCIENTIST,"RSG MEDIA SYSTEMS, LLC",NEW YORK,10017,2,2019,100.0,83866.0,0,small,0,0
757,DATA SCIENCE ASSOCIATE CONSULTANT,"ZS ASSOCIATES, INC.",NEW YORK,10118,2,2019,100.0,83866.0,0,large,0,0
758,DATA ANALYST,"OCROLUS, INC.",NEW YORK,10005,1,2019,100.0,61360.0,0,large,0,0
759,BUSINESS DATA ANALYST,"SCOOP TECHNOLOGIES, INC.",SAN FRANCISCO,94103,2,2019,98.6,92229.2,0,large,1,0
760,DATA ANALYST,"NJOY, LLC",NEW YORK,10013,2,2019,100.0,83866.0,0,large,0,0
761,"DATA SCIENTIST, ANALYTICS","FACEBOOK, INC.",NEW YORK,10003,3,2019,100.0,106350.0,0,medium,0,0
762,DATA ANALYST,"TWITCH INTERACTIVE, INC.",SAN FRANCISCO,94104,2,2019,98.6,92229.2,0,medium,1,0
763,"DATA ANALYST, OPERATIONS & STRATEGY","WEEDUCATION GROUP, INC",NEW YORK,10019,1,2019,100.0,61360.0,0,large,0,0
764,"AVP, DATA SCIENTIST",BARCLAYS SERVICES CORP.,NEW YORK,10019,2,2019,100.0,83866.0,0,large,0,0
765,"DATA SCIENTIST, ANALYTICS","FACEBOOK, INC.",NEW YORK,10003,3,2019,100.0,106350.0,0,medium,0,0
766,"DATA SCIENTIST, PERFORMANCE ANALYTICS","ADROLL, INC.",SAN FRANCISCO,94110,3,2019,98.6,113957.4,0,large,1,0
767,"DATA SCIENTIST, ANALYTICS","FACEBOOK, INC.",NEW YORK,10003,3,2019,100.0,106350.0,0,medium,0,0
768,"MANAGER, MARKETING DATA MANAGEMENT","SALESFORCE.COM, INC.",SAN FRANCISCO,94105,4,2019,98.6,135685.6,0,small,1,0
769,DATA SCIENCE SENIOR MANAGER,ACCENTURE LLP,NEW YORK,10177,4,2019,100.0,128856.0,0,large,0,0
770,DATA SCIENTIST,"STITCH FIX, INC.",SAN FRANCISCO,94104,4,2019,98.6,135685.6,0,medium,1,0
771,SENIOR DATA SCIENTIST,IBM CORPORATION,NEW YORK,10016,3,2019,100.0,106350.0,0,large,0,0
772,SENIOR DATA SCIENTIST,"THE BOSTON CONSULTING GROUP, INC.",NEW YORK,10001,4,2019,100.0,128856.0,0,large,0,0
773,"SENIOR ASSOCIATE, DATA & ANALYTICS",RAPID RATINGS INTERNATIONAL INC.,NEW YORK,10007,1,2019,100.0,61360.0,0,large,0,0
774,"MANAGER, DATA SCIENCE & ANALYTICS","NBCUNIVERSAL MEDIA, LLC",NEW YORK,10112,1,2019,100.0,61360.0,0,small,0,0
775,DATA ANALYST,CITADEL AMERICAS LLC,NEW YORK,10022,4,2019,100.0,131872.0,0,small,0,0
776,VICE PRESIDENT / DATA SCIENTIST II,BANK OF AMERICA N.A.,NEW YORK,10036,2,2019,100.0,87630.0,0,large,0,0
777,SR. DATA SOLUTIONS ANALYST,CEREBRA CONSULTING INC,NEW YORK,10104,4,2019,100.0,131872.0,0,small,0,0
778,SENIOR DATA ANALYST,"CAPITAL ONE SERVICES, LLC",SAN FRANCISCO,94103,2,2019,98.6,91174.4,0,medium,1,0
779,MARKETING DATA & TECHNOLOGY ANALYST,"SMARTNEWS INTERNATIONAL, INC.",SAN FRANCISCO,94105,4,2019,98.6,132119.7,0,large,1,0
780,"SENIOR DATA SCIENTIST, PRODUCT","SOCIAL FINANCE, INC.",SAN FRANCISCO,94105,4,2019,98.6,132119.7,0,small,1,0
781,"DIRECTOR, CIB INNOVATION - SENIOR DATA SCIENTIST",TD SECURITIES (USA) LLC,NEW YORK,10019,4,2019,100.0,131872.0,0,small,0,0
782,"VICE PRESIDENT, SENIOR DATA SCIENTIST (15-","PACIFIC INVESTEMENT MANAGEMENT COMPANY, LLC",NEW YORK,10019,4,2019,100.0,131872.0,0,small,0,0
783,"SENIOR PRODUCT MANAGER, SUPPORT DATA PLATFORM & TICKETING","ZENDESK, INC.",SAN FRANCISCO,94103,3,2019,98.6,111657.2,0,large,1,0
784,"VP, SECURITIES SERVICES - ASSET CLASS DATA MODELER",JPMORGAN CHASE & CO.,NEW YORK,10017,4,2019,100.0,131872.0,0,medium,0,0
785,DATA SCIENTIST - OPERATIONS,"STITCH FIX, INC.",SAN FRANCISCO,94104,4,2019,98.6,132119.7,0,medium,1,0
786,"DATA SCIENTIST, MODELER (MARKETING)","SOCIAL FINANCE, INC",SAN FRANCISCO,94129,4,2019,98.6,145135.9,0,small,1,0
787,DATA SCIENTIST,LENDINGCLUB CORPORATION,SAN FRANCISCO,94105,1,2019,98.6,80330.6,0,small,1,0
788,"DATA ENGINEER, MACHINE LEARNING","NIANTIC, INC",SAN FRANCISCO,94111,2,2019,98.6,101933.1,1,large,1,0
789,DATA SCIENTIST,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94105,2,2019,98.6,101933.1,0,large,1,0
790,DATA ANALYST,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94103,1,2019,98.6,80330.6,0,large,1,0
791,DATA SCIENTIST,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94103,3,2019,98.6,123534.5,0,large,1,0
792,DATA SCIENTIST,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94103,2,2019,98.6,101933.1,0,large,1,0
